SEASON_1,SEASON_2,TEAM_ID,TEAM_NAME,PLAYER_ID,PLAYER_NAME,POSITION_GROUP,POSITION,GAME_DATE,GAME_ID,HOME_TEAM,AWAY_TEAM,EVENT_TYPE,SHOT_MADE,ACTION_TYPE,SHOT_TYPE,BASIC_ZONE,ZONE_NAME,ZONE_ABB,ZONE_RANGE,LOC_X,LOC_Y,SHOT_DISTANCE,QUARTER,MINS_LEFT,SECS_LEFT
2024,2023-24,1610612738,Boston Celtics,1628401,Derrick White,G,SG,11-26-2023,22300246,BOS,ATL,Made Shot,True,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,4.9,5.25,4,1,6,5
2024,2023-24,1610612738,Boston Celtics,1628401,Derrick White,G,SG,11-26-2023,22300246,BOS,ATL,Missed Shot,False,Jump Shot,3PT Field Goal,Left Corner 3,Left Side,L,24+ ft.,23.0,5.25,23,1,5,39
2024,2023-24,1610612738,Boston Celtics,1628401,Derrick White,G,SG,11-26-2023,22300246,BOS,ATL,Missed Shot,False,Jump Shot,3PT Field Goal,Left Corner 3,Left Side,L,24+ ft.,23.3,6.95,23,1,5,34
2024,2023-24,1610612738,Boston Celtics,1630573,Sam Hauser,F,SF,11-26-2023,22300246,BOS,ATL,Made Shot,True,Jump Shot,3PT Field Goal,Right Corner 3,Right Side,R,24+ ft.,-23.3,8.15,23,1,5,8
2024,2023-24,1610612738,Boston Celtics,1630202,Payton Pritchard,G,PG,11-26-2023,22300246,BOS,ATL,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,21.2,28.15,31,1,4,22
2024,2023-24,1610612738,Boston Celtics,1627759,Jaylen Brown,F,SF,11-26-2023,22300246,BOS,ATL,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,15.0,26.85,26,1,3,40
2024,2023-24,1610612738,Boston Celtics,1628401,Derrick White,G,SG,11-26-2023,22300246,BOS,ATL,Made Shot,True,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side,L,8-16 ft.,5.8,12.15,9,1,3,18
2024,2023-24,1610612738,Boston Celtics,1627759,Jaylen Brown,F,SF,11-26-2023,22300246,BOS,ATL,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-20.2,20.65,25,1,2,40
2024,2023-24,1610612738,Boston Celtics,1628436,Luke Kornet,C,C,11-26-2023,22300246,BOS,ATL,Made Shot,True,Putback Layup Shot,2PT Field Goal,Mid-Range,Left Side,L,8-16 ft.,9.9,7.45,10,1,2,36
2024,2023-24,1610612738,Boston Celtics,1628436,Luke Kornet,C,C,11-26-2023,22300246,BOS,ATL,Made Shot,True,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.4,7.35,2,1,2,5
2024,2023-24,1610612738,Boston Celtics,1628369,Jayson Tatum,F,PF,11-26-2023,22300246,BOS,ATL,Made Shot,True,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.5,6.95,1,1,1,10
2024,2023-24,1610612738,Boston Celtics,1630202,Payton Pritchard,G,PG,11-26-2023,22300246,BOS,ATL,Missed Shot,False,Jump Shot,3PT Field Goal,Left Corner 3,Left Side,L,24+ ft.,23.5,7.45,23,1,0,37
2024,2023-24,1610612738,Boston Celtics,1628369,Jayson Tatum,F,PF,11-26-2023,22300246,BOS,ATL,Missed Shot,False,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,2.1,31.55,26,1,0,1
2024,2023-24,1610612738,Boston Celtics,1629674,Neemias Queta,C,C,11-26-2023,22300246,BOS,ATL,Missed Shot,False,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,1.1,9.55,4,2,11,25
2024,2023-24,1610612738,Boston Celtics,1629674,Neemias Queta,C,C,11-26-2023,22300246,BOS,ATL,Missed Shot,False,Tip Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.0,5.25,0,2,11,22
2024,2023-24,1610612738,Boston Celtics,1629674,Neemias Queta,C,C,11-26-2023,22300246,BOS,ATL,Missed Shot,False,Turnaround Hook Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,1.3,8.15,3,2,11,10
2024,2023-24,1610612738,Boston Celtics,1630202,Payton Pritchard,G,PG,11-26-2023,22300246,BOS,ATL,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,-2.6,32.45,27,2,10,15
2024,2023-24,1610612738,Boston Celtics,201143,Al Horford,C,C,11-26-2023,22300246,BOS,ATL,Made Shot,True,Putback Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,0.1,9.85,4,2,10,11
2024,2023-24,1610612738,Boston Celtics,1629674,Neemias Queta,C,C,11-26-2023,22300246,BOS,ATL,Made Shot,True,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,2.1,10.45,5,2,9,43
2024,2023-24,1610612738,Boston Celtics,201143,Al Horford,C,C,11-26-2023,22300246,BOS,ATL,Missed Shot,False,Jump Shot,3PT Field Goal,Right Corner 3,Right Side,R,24+ ft.,-22.8,3.85,22,2,9,17
2024,2023-24,1610612738,Boston Celtics,1629674,Neemias Queta,C,C,11-26-2023,22300246,BOS,ATL,Missed Shot,False,Tip Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.0,5.25,0,2,9,13
2024,2023-24,1610612738,Boston Celtics,1628369,Jayson Tatum,F,PF,11-26-2023,22300246,BOS,ATL,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,3.9,30.45,25,2,8,44
2024,2023-24,1610612738,Boston Celtics,1628369,Jayson Tatum,F,PF,11-26-2023,22300246,BOS,ATL,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-9.9,28.45,25,2,8,18
2024,2023-24,1610612738,Boston Celtics,1628369,Jayson Tatum,F,PF,11-26-2023,22300246,BOS,ATL,Missed Shot,False,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,11.6,33.35,30,2,7,49
2024,2023-24,1610612738,Boston Celtics,1628401,Derrick White,G,SG,11-26-2023,22300246,BOS,ATL,Made Shot,True,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-2.7,5.85,2,2,7,45
2024,2023-24,1610612738,Boston Celtics,1628369,Jayson Tatum,F,PF,11-26-2023,22300246,BOS,ATL,Made Shot,True,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-1.7,6.05,1,2,7,16
2024,2023-24,1610612738,Boston Celtics,1628369,Jayson Tatum,F,PF,11-26-2023,22300246,BOS,ATL,Missed Shot,False,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,5.0,10.15,7,2,6,38
2024,2023-24,1610612738,Boston Celtics,1628369,Jayson Tatum,F,PF,11-26-2023,22300246,BOS,ATL,Missed Shot,False,Putback Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-3.2,5.95,3,2,6,35
2024,2023-24,1610612738,Boston Celtics,1627759,Jaylen Brown,F,SF,11-26-2023,22300246,BOS,ATL,Missed Shot,False,Running Jump Shot,3PT Field Goal,Left Corner 3,Left Side,L,24+ ft.,23.0,6.55,23,2,6,22
2024,2023-24,1610612738,Boston Celtics,1628369,Jayson Tatum,F,PF,11-26-2023,22300246,BOS,ATL,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,1.7,34.25,29,2,5,47
2024,2023-24,1610612738,Boston Celtics,1629674,Neemias Queta,C,C,11-26-2023,22300246,BOS,ATL,Missed Shot,False,Putback Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,2.5,5.85,2,2,5,44
2024,2023-24,1610612738,Boston Celtics,1629674,Neemias Queta,C,C,11-26-2023,22300246,BOS,ATL,Made Shot,True,Putback Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,3.6,6.85,3,2,5,42
2024,2023-24,1610612738,Boston Celtics,1627759,Jaylen Brown,F,SF,11-26-2023,22300246,BOS,ATL,Made Shot,True,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.5,5.85,0,2,5,16
2024,2023-24,1610612738,Boston Celtics,1630202,Payton Pritchard,G,PG,11-26-2023,22300246,BOS,ATL,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,20.8,28.25,31,2,4,44
2024,2023-24,1610612738,Boston Celtics,1628401,Derrick White,G,SG,11-26-2023,22300246,BOS,ATL,Made Shot,True,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center,C,8-16 ft.,-3.2,18.95,14,2,4,9
2024,2023-24,1610612738,Boston Celtics,1627759,Jaylen Brown,F,SF,11-26-2023,22300246,BOS,ATL,Missed Shot,False,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side,R,8-16 ft.,-12.6,7.05,12,2,3,44
2024,2023-24,1610612738,Boston Celtics,1628401,Derrick White,G,SG,11-26-2023,22300246,BOS,ATL,Made Shot,True,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.5,5.95,0,2,3,19
2024,2023-24,1610612738,Boston Celtics,1628401,Derrick White,G,SG,11-26-2023,22300246,BOS,ATL,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,-5.5,29.55,24,2,2,48
2024,2023-24,1610612738,Boston Celtics,1627759,Jaylen Brown,F,SF,11-26-2023,22300246,BOS,ATL,Made Shot,True,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.7,5.65,0,2,2,41
2024,2023-24,1610612738,Boston Celtics,1627759,Jaylen Brown,F,SF,11-26-2023,22300246,BOS,ATL,Made Shot,True,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side,L,8-16 ft.,8.5,18.45,15,2,2,14
2024,2023-24,1610612738,Boston Celtics,1630573,Sam Hauser,F,SF,11-26-2023,22300246,BOS,ATL,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,7.2,34.65,30,2,1,24
2024,2023-24,1610612738,Boston Celtics,201143,Al Horford,C,C,11-26-2023,22300246,BOS,ATL,Missed Shot,False,Jump Shot,3PT Field Goal,Left Corner 3,Left Side,L,24+ ft.,23.3,6.35,23,2,0,55
2024,2023-24,1610612738,Boston Celtics,1628369,Jayson Tatum,F,PF,11-26-2023,22300246,BOS,ATL,Made Shot,True,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-8.5,30.45,26,2,0,35
2024,2023-24,1610612738,Boston Celtics,1627759,Jaylen Brown,F,SF,11-26-2023,22300246,BOS,ATL,Missed Shot,False,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center,C,8-16 ft.,7.1,18.65,15,2,0,3
2024,2023-24,1610612738,Boston Celtics,1628369,Jayson Tatum,F,PF,11-26-2023,22300246,BOS,ATL,Missed Shot,False,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,8-16 ft.,-5.8,18.25,14,3,11,16
2024,2023-24,1610612738,Boston Celtics,1627759,Jaylen Brown,F,SF,11-26-2023,22300246,BOS,ATL,Made Shot,True,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Center,C,8-16 ft.,-6.0,19.75,15,3,10,24
2024,2023-24,1610612738,Boston Celtics,1630625,Dalano Banton,G,PG,11-26-2023,22300246,BOS,ATL,Made Shot,True,Cutting Dunk Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,0.2,9.85,4,3,10,7
2024,2023-24,1610612738,Boston Celtics,1628369,Jayson Tatum,F,PF,11-26-2023,22300246,BOS,ATL,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-11.8,27.35,25,3,9,30
2024,2023-24,1610612738,Boston Celtics,1627759,Jaylen Brown,F,SF,11-26-2023,22300246,BOS,ATL,Missed Shot,False,Running Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,-2.0,9.45,4,3,9,0
2024,2023-24,1610612738,Boston Celtics,1627759,Jaylen Brown,F,SF,11-26-2023,22300246,BOS,ATL,Made Shot,True,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side,L,8-16 ft.,13.5,9.35,14,3,8,39
2024,2023-24,1610612738,Boston Celtics,1628369,Jayson Tatum,F,PF,11-26-2023,22300246,BOS,ATL,Missed Shot,False,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,14.3,28.35,27,3,8,13
2024,2023-24,1610612738,Boston Celtics,1628369,Jayson Tatum,F,PF,11-26-2023,22300246,BOS,ATL,Missed Shot,False,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,2.6,8.35,4,3,7,48
2024,2023-24,1610612738,Boston Celtics,1630625,Dalano Banton,G,PG,11-26-2023,22300246,BOS,ATL,Made Shot,True,Putback Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-3.3,7.25,3,3,7,46
2024,2023-24,1610612738,Boston Celtics,1627759,Jaylen Brown,F,SF,11-26-2023,22300246,BOS,ATL,Missed Shot,False,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,21.7,23.15,28,3,6,23
2024,2023-24,1610612738,Boston Celtics,1627759,Jaylen Brown,F,SF,11-26-2023,22300246,BOS,ATL,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,21.3,22.65,27,3,5,47
2024,2023-24,1610612738,Boston Celtics,1630625,Dalano Banton,G,PG,11-26-2023,22300246,BOS,ATL,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-21.8,20.45,26,3,5,2
2024,2023-24,1610612738,Boston Celtics,1629674,Neemias Queta,C,C,11-26-2023,22300246,BOS,ATL,Made Shot,True,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,2.2,7.65,3,3,3,27
2024,2023-24,1610612738,Boston Celtics,1630573,Sam Hauser,F,SF,11-26-2023,22300246,BOS,ATL,Made Shot,True,Jump Shot,3PT Field Goal,Right Corner 3,Right Side,R,24+ ft.,-22.2,8.35,22,3,2,50
2024,2023-24,1610612738,Boston Celtics,1628401,Derrick White,G,SG,11-26-2023,22300246,BOS,ATL,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,13.6,29.25,27,3,2,15
2024,2023-24,1610612738,Boston Celtics,1630573,Sam Hauser,F,SF,11-26-2023,22300246,BOS,ATL,Missed Shot,False,Jump Shot,3PT Field Goal,Right Corner 3,Right Side,R,24+ ft.,-23.0,10.45,23,3,1,50
2024,2023-24,1610612738,Boston Celtics,1628401,Derrick White,G,SG,11-26-2023,22300246,BOS,ATL,Missed Shot,False,Running Pull-Up Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,8-16 ft.,1.8,14.85,9,3,1,3
2024,2023-24,1610612738,Boston Celtics,1630202,Payton Pritchard,G,PG,11-26-2023,22300246,BOS,ATL,Missed Shot,False,Jump Shot,3PT Field Goal,Left Corner 3,Left Side,L,24+ ft.,23.2,8.25,23,3,0,30
2024,2023-24,1610612738,Boston Celtics,1630202,Payton Pritchard,G,PG,11-26-2023,22300246,BOS,ATL,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,19.6,27.65,29,3,0,0
2024,2023-24,1610612738,Boston Celtics,1630573,Sam Hauser,F,SF,11-26-2023,22300246,BOS,ATL,Missed Shot,False,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,19.2,25.55,27,4,11,33
2024,2023-24,1610612738,Boston Celtics,1630573,Sam Hauser,F,SF,11-26-2023,22300246,BOS,ATL,Made Shot,True,Step Back Jump shot,3PT Field Goal,Left Corner 3,Left Side,L,24+ ft.,23.4,13.15,24,4,11,25
2024,2023-24,1610612738,Boston Celtics,1628369,Jayson Tatum,F,PF,11-26-2023,22300246,BOS,ATL,Made Shot,True,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,8-16 ft.,-6.9,18.75,15,4,11,1
2024,2023-24,1610612738,Boston Celtics,201143,Al Horford,C,C,11-26-2023,22300246,BOS,ATL,Missed Shot,False,Jump Shot,3PT Field Goal,Left Corner 3,Left Side,L,24+ ft.,23.0,10.85,23,4,10,33
2024,2023-24,1610612738,Boston Celtics,201143,Al Horford,C,C,11-26-2023,22300246,BOS,ATL,Made Shot,True,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center,C,8-16 ft.,-5.0,15.05,11,4,9,28
2024,2023-24,1610612738,Boston Celtics,1628369,Jayson Tatum,F,PF,11-26-2023,22300246,BOS,ATL,Made Shot,True,Pullup Jump shot,2PT Field Goal,Mid-Range,Center,C,16-24 ft.,4.0,21.55,16,4,8,53
2024,2023-24,1610612738,Boston Celtics,1628369,Jayson Tatum,F,PF,11-26-2023,22300246,BOS,ATL,Made Shot,True,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,18.0,25.85,27,4,8,25
2024,2023-24,1610612738,Boston Celtics,1630573,Sam Hauser,F,SF,11-26-2023,22300246,BOS,ATL,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,16.7,27.75,28,4,7,22
2024,2023-24,1610612738,Boston Celtics,1628369,Jayson Tatum,F,PF,11-26-2023,22300246,BOS,ATL,Missed Shot,False,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,-7.6,30.75,26,4,7,13
2024,2023-24,1610612738,Boston Celtics,1630625,Dalano Banton,G,PG,11-26-2023,22300246,BOS,ATL,Made Shot,True,Running Dunk Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.0,7.85,2,4,6,56
2024,2023-24,1610612738,Boston Celtics,1630573,Sam Hauser,F,SF,11-26-2023,22300246,BOS,ATL,Made Shot,True,Jump Shot,3PT Field Goal,Right Corner 3,Right Side,R,24+ ft.,-23.5,11.15,24,4,6,30
2024,2023-24,1610612738,Boston Celtics,201143,Al Horford,C,C,11-26-2023,22300246,BOS,ATL,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-19.0,23.75,26,4,5,1
2024,2023-24,1610612738,Boston Celtics,1628369,Jayson Tatum,F,PF,11-26-2023,22300246,BOS,ATL,Made Shot,True,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side,L,8-16 ft.,9.6,16.95,15,4,4,35
2024,2023-24,1610612738,Boston Celtics,1630573,Sam Hauser,F,SF,11-26-2023,22300246,BOS,ATL,Missed Shot,False,Jump Shot,3PT Field Goal,Left Corner 3,Left Side,L,24+ ft.,23.5,9.55,23,4,4,8
2024,2023-24,1610612738,Boston Celtics,1628369,Jayson Tatum,F,PF,11-26-2023,22300246,BOS,ATL,Missed Shot,False,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side Center,LC,16-24 ft.,9.7,20.45,18,4,3,12
2024,2023-24,1610612738,Boston Celtics,1628401,Derrick White,G,SG,11-26-2023,22300246,BOS,ATL,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-20.0,21.55,25,4,2,16
2024,2023-24,1610612738,Boston Celtics,1628369,Jayson Tatum,F,PF,11-26-2023,22300246,BOS,ATL,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-13.8,28.35,26,4,1,47
2024,2023-24,1610612738,Boston Celtics,1627759,Jaylen Brown,F,SF,11-26-2023,22300246,BOS,ATL,Missed Shot,False,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-14.5,26.85,26,4,1,17
2024,2023-24,1610612738,Boston Celtics,1628369,Jayson Tatum,F,PF,11-26-2023,22300246,BOS,ATL,Missed Shot,False,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,20.7,22.15,26,4,1,11
2024,2023-24,1610612738,Boston Celtics,1628369,Jayson Tatum,F,PF,11-26-2023,22300246,BOS,ATL,Made Shot,True,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-1.8,6.25,2,4,0,54
2024,2023-24,1610612738,Boston Celtics,1627759,Jaylen Brown,F,SF,11-26-2023,22300246,BOS,ATL,Missed Shot,False,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Right Side,R,8-16 ft.,-7.0,12.65,10,4,0,28
2024,2023-24,1610612738,Boston Celtics,1627759,Jaylen Brown,F,SF,12-01-2023,22300275,BOS,PHI,Made Shot,True,Running Dunk Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.6,6.35,1,1,11,51
2024,2023-24,1610612738,Boston Celtics,201143,Al Horford,C,C,12-01-2023,22300275,BOS,PHI,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,14.3,27.95,26,1,10,57
2024,2023-24,1610612738,Boston Celtics,201143,Al Horford,C,C,12-01-2023,22300275,BOS,PHI,Made Shot,True,Jump Shot,3PT Field Goal,Left Corner 3,Left Side,L,24+ ft.,23.7,10.15,24,1,10,7
2024,2023-24,1610612738,Boston Celtics,201950,Jrue Holiday,G,PG,12-01-2023,22300275,BOS,PHI,Made Shot,True,Jump Shot,3PT Field Goal,Left Corner 3,Left Side,L,24+ ft.,23.8,7.75,23,1,9,46
2024,2023-24,1610612738,Boston Celtics,1627759,Jaylen Brown,F,SF,12-01-2023,22300275,BOS,PHI,Missed Shot,False,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,2.3,8.45,3,1,9,20
2024,2023-24,1610612738,Boston Celtics,1628369,Jayson Tatum,F,PF,12-01-2023,22300275,BOS,PHI,Missed Shot,False,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,12.3,30.15,27,1,9,6
2024,2023-24,1610612738,Boston Celtics,1628369,Jayson Tatum,F,PF,12-01-2023,22300275,BOS,PHI,Made Shot,True,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-1.2,6.95,2,1,8,57
2024,2023-24,1610612738,Boston Celtics,201950,Jrue Holiday,G,PG,12-01-2023,22300275,BOS,PHI,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,15.2,27.45,26,1,8,29
2024,2023-24,1610612738,Boston Celtics,1628369,Jayson Tatum,F,PF,12-01-2023,22300275,BOS,PHI,Made Shot,True,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,1.5,6.55,1,1,7,51
2024,2023-24,1610612738,Boston Celtics,201143,Al Horford,C,C,12-01-2023,22300275,BOS,PHI,Missed Shot,False,Jump Shot,3PT Field Goal,Right Corner 3,Right Side,R,24+ ft.,-23.7,5.35,23,1,7,20
2024,2023-24,1610612738,Boston Celtics,1627759,Jaylen Brown,F,SF,12-01-2023,22300275,BOS,PHI,Made Shot,True,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,1.6,6.85,2,1,6,45
2024,2023-24,1610612738,Boston Celtics,1628369,Jayson Tatum,F,PF,12-01-2023,22300275,BOS,PHI,Made Shot,True,Running Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-1.7,8.05,3,1,5,59
2024,2023-24,1610612738,Boston Celtics,1630573,Sam Hauser,F,SF,12-01-2023,22300275,BOS,PHI,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,12.5,30.45,28,1,4,50
2024,2023-24,1610612738,Boston Celtics,1630625,Dalano Banton,G,PG,12-01-2023,22300275,BOS,PHI,Made Shot,True,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,3.6,9.05,5,1,3,23
2024,2023-24,1610612738,Boston Celtics,1627759,Jaylen Brown,F,SF,12-01-2023,22300275,BOS,PHI,Missed Shot,False,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center,RC,16-24 ft.,-9.3,21.95,19,1,2,55
2024,2023-24,1610612738,Boston Celtics,1628401,Derrick White,G,SG,12-01-2023,22300275,BOS,PHI,Made Shot,True,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-14.1,27.05,25,1,2,25
2024,2023-24,1610612738,Boston Celtics,1628401,Derrick White,G,SG,12-01-2023,22300275,BOS,PHI,Missed Shot,False,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,8-16 ft.,1.1,17.05,11,1,1,19
2024,2023-24,1610612738,Boston Celtics,1628401,Derrick White,G,SG,12-01-2023,22300275,BOS,PHI,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-20.5,21.65,26,1,0,52
2024,2023-24,1610612738,Boston Celtics,1628401,Derrick White,G,SG,12-01-2023,22300275,BOS,PHI,Missed Shot,False,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-21.9,18.55,25,1,0,33
2024,2023-24,1610612738,Boston Celtics,1630573,Sam Hauser,F,SF,12-01-2023,22300275,BOS,PHI,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-22.7,19.05,26,1,0,2
2024,2023-24,1610612738,Boston Celtics,201950,Jrue Holiday,G,PG,12-01-2023,22300275,BOS,PHI,Missed Shot,False,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Right Side,R,8-16 ft.,-8.6,10.75,10,2,11,51
2024,2023-24,1610612738,Boston Celtics,1630573,Sam Hauser,F,SF,12-01-2023,22300275,BOS,PHI,Missed Shot,False,Jump Shot,3PT Field Goal,Right Corner 3,Right Side,R,24+ ft.,-24.6,12.15,25,2,11,43
2024,2023-24,1610612738,Boston Celtics,1628369,Jayson Tatum,F,PF,12-01-2023,22300275,BOS,PHI,Missed Shot,False,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-15.4,27.85,27,2,11,6
2024,2023-24,1610612738,Boston Celtics,1628369,Jayson Tatum,F,PF,12-01-2023,22300275,BOS,PHI,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-18.6,24.55,26,2,10,41
2024,2023-24,1610612738,Boston Celtics,1630202,Payton Pritchard,G,PG,12-01-2023,22300275,BOS,PHI,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,18.4,33.05,33,2,9,42
2024,2023-24,1610612738,Boston Celtics,201143,Al Horford,C,C,12-01-2023,22300275,BOS,PHI,Made Shot,True,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Center,C,8-16 ft.,1.7,20.75,15,2,9,12
