SEASON_1,SEASON_2,TEAM_ID,TEAM_NAME,PLAYER_ID,PLAYER_NAME,POSITION_GROUP,POSITION,GAME_DATE,GAME_ID,HOME_TEAM,AWAY_TEAM,EVENT_TYPE,SHOT_MADE,ACTION_TYPE,SHOT_TYPE,BASIC_ZONE,ZONE_NAME,ZONE_ABB,ZONE_RANGE,LOC_X,LOC_Y,SHOT_DISTANCE,QUARTER,MINS_LEFT,SECS_LEFT
2024,2023-24,1610612738,Boston Celtics,201950,Jrue Holiday,G,PG,11-10-2023,22300010,BOS,BKN,Made Shot,True,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,-1.6,12.35,7,1,11,39
2024,2023-24,1610612738,Boston Celtics,1627759,Jaylen Brown,F,SF,11-10-2023,22300010,BOS,BKN,Missed Shot,False,Running Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-1.2,8.75,3,1,11,13
2024,2023-24,1610612738,Boston Celtics,1628369,Jayson Tatum,F,PF,11-10-2023,22300010,BOS,BKN,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-13.5,30.05,28,1,10,27
2024,2023-24,1610612738,Boston Celtics,1627759,Jaylen Brown,F,SF,11-10-2023,22300010,BOS,BKN,Made Shot,True,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center,LC,16-24 ft.,13.4,17.45,18,1,10,22
2024,2023-24,1610612738,Boston Celtics,1627759,Jaylen Brown,F,SF,11-10-2023,22300010,BOS,BKN,Made Shot,True,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,14.7,27.95,27,1,10,2
2024,2023-24,1610612738,Boston Celtics,204001,Kristaps Porzingis,C,C,11-10-2023,22300010,BOS,BKN,Made Shot,True,Turnaround Bank shot,2PT Field Goal,Mid-Range,Left Side,L,8-16 ft.,11.6,12.75,13,1,9,28
2024,2023-24,1610612738,Boston Celtics,1627759,Jaylen Brown,F,SF,11-10-2023,22300010,BOS,BKN,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,17.6,24.95,26,1,8,53
2024,2023-24,1610612738,Boston Celtics,1627759,Jaylen Brown,F,SF,11-10-2023,22300010,BOS,BKN,Missed Shot,False,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side Center,RC,16-24 ft.,-12.6,18.75,18,1,8,26
2024,2023-24,1610612738,Boston Celtics,201950,Jrue Holiday,G,PG,11-10-2023,22300010,BOS,BKN,Made Shot,True,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,17.8,24.75,26,1,7,53
2024,2023-24,1610612738,Boston Celtics,1627759,Jaylen Brown,F,SF,11-10-2023,22300010,BOS,BKN,Made Shot,True,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.6,8.85,3,1,7,34
2024,2023-24,1610612738,Boston Celtics,1627759,Jaylen Brown,F,SF,11-10-2023,22300010,BOS,BKN,Missed Shot,False,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-11.0,30.75,27,1,7,13
2024,2023-24,1610612738,Boston Celtics,204001,Kristaps Porzingis,C,C,11-10-2023,22300010,BOS,BKN,Made Shot,True,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side,R,8-16 ft.,-7.5,17.45,14,1,6,33
2024,2023-24,1610612738,Boston Celtics,201950,Jrue Holiday,G,PG,11-10-2023,22300010,BOS,BKN,Missed Shot,False,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-11.9,27.25,25,1,6,16
2024,2023-24,1610612738,Boston Celtics,1630573,Sam Hauser,F,SF,11-10-2023,22300010,BOS,BKN,Missed Shot,False,Jump Shot,3PT Field Goal,Right Corner 3,Right Side,R,24+ ft.,-22.9,13.65,24,1,5,44
2024,2023-24,1610612738,Boston Celtics,1627759,Jaylen Brown,F,SF,11-10-2023,22300010,BOS,BKN,Missed Shot,False,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center,RC,16-24 ft.,-8.1,20.25,17,1,5,7
2024,2023-24,1610612738,Boston Celtics,1630573,Sam Hauser,F,SF,11-10-2023,22300010,BOS,BKN,Made Shot,True,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,14.6,28.75,27,1,4,52
2024,2023-24,1610612738,Boston Celtics,1628436,Luke Kornet,C,C,11-10-2023,22300010,BOS,BKN,Missed Shot,False,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-3.3,6.65,3,1,4,11
2024,2023-24,1610612738,Boston Celtics,1628401,Derrick White,G,SG,11-10-2023,22300010,BOS,BKN,Missed Shot,False,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Center,C,8-16 ft.,-0.0,20.85,15,1,3,54
2024,2023-24,1610612738,Boston Celtics,1630573,Sam Hauser,F,SF,11-10-2023,22300010,BOS,BKN,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-22.4,15.05,24,1,3,34
2024,2023-24,1610612738,Boston Celtics,1628401,Derrick White,G,SG,11-10-2023,22300010,BOS,BKN,Missed Shot,False,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Right Side Center,RC,16-24 ft.,-9.6,19.05,16,1,3,7
2024,2023-24,1610612738,Boston Celtics,1630202,Payton Pritchard,G,PG,11-10-2023,22300010,BOS,BKN,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,15.4,27.65,27,1,2,40
2024,2023-24,1610612738,Boston Celtics,1628401,Derrick White,G,SG,11-10-2023,22300010,BOS,BKN,Missed Shot,False,Running Jump Shot,3PT Field Goal,Right Corner 3,Right Side,R,24+ ft.,-22.3,5.45,22,1,2,6
2024,2023-24,1610612738,Boston Celtics,1628401,Derrick White,G,SG,11-10-2023,22300010,BOS,BKN,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-15.9,28.25,27,1,1,36
2024,2023-24,1610612738,Boston Celtics,1628369,Jayson Tatum,F,PF,11-10-2023,22300010,BOS,BKN,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-13.2,28.75,26,1,1,19
2024,2023-24,1610612738,Boston Celtics,1628436,Luke Kornet,C,C,11-10-2023,22300010,BOS,BKN,Made Shot,True,Tip Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.0,5.25,0,1,1,17
2024,2023-24,1610612738,Boston Celtics,201950,Jrue Holiday,G,PG,11-10-2023,22300010,BOS,BKN,Missed Shot,False,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,-3.5,7.65,4,1,0,53
2024,2023-24,1610612738,Boston Celtics,1630202,Payton Pritchard,G,PG,11-10-2023,22300010,BOS,BKN,Missed Shot,False,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-15.8,28.85,28,1,0,41
2024,2023-24,1610612738,Boston Celtics,1630202,Payton Pritchard,G,PG,11-10-2023,22300010,BOS,BKN,Made Shot,True,Jump Shot,3PT Field Goal,Right Corner 3,Right Side,R,24+ ft.,-22.7,13.05,24,1,0,36
2024,2023-24,1610612738,Boston Celtics,1630202,Payton Pritchard,G,PG,11-10-2023,22300010,BOS,BKN,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-15.8,27.65,27,1,0,16
2024,2023-24,1610612738,Boston Celtics,1628369,Jayson Tatum,F,PF,11-10-2023,22300010,BOS,BKN,Missed Shot,False,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,2.3,5.85,2,1,0,3
2024,2023-24,1610612738,Boston Celtics,1629052,Oshae Brissett,F,SF,11-10-2023,22300010,BOS,BKN,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-14.0,25.75,24,2,11,31
2024,2023-24,1610612738,Boston Celtics,201950,Jrue Holiday,G,PG,11-10-2023,22300010,BOS,BKN,Missed Shot,False,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center,RC,16-24 ft.,-9.4,21.45,18,2,11,9
2024,2023-24,1610612738,Boston Celtics,201950,Jrue Holiday,G,PG,11-10-2023,22300010,BOS,BKN,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,15.2,27.05,26,2,10,6
2024,2023-24,1610612738,Boston Celtics,1629052,Oshae Brissett,F,SF,11-10-2023,22300010,BOS,BKN,Missed Shot,False,Step Back Jump shot,3PT Field Goal,Left Corner 3,Left Side,L,24+ ft.,23.5,9.05,23,2,9,51
2024,2023-24,1610612738,Boston Celtics,201950,Jrue Holiday,G,PG,11-10-2023,22300010,BOS,BKN,Made Shot,True,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,-3.5,9.75,5,2,9,26
2024,2023-24,1610612738,Boston Celtics,204001,Kristaps Porzingis,C,C,11-10-2023,22300010,BOS,BKN,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,-7.1,32.15,27,2,8,35
2024,2023-24,1610612738,Boston Celtics,201950,Jrue Holiday,G,PG,11-10-2023,22300010,BOS,BKN,Made Shot,True,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.7,8.65,3,2,8,0
2024,2023-24,1610612738,Boston Celtics,201950,Jrue Holiday,G,PG,11-10-2023,22300010,BOS,BKN,Made Shot,True,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-1.5,7.65,2,2,7,34
2024,2023-24,1610612738,Boston Celtics,1628369,Jayson Tatum,F,PF,11-10-2023,22300010,BOS,BKN,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-14.3,27.05,26,2,6,44
2024,2023-24,1610612738,Boston Celtics,1628369,Jayson Tatum,F,PF,11-10-2023,22300010,BOS,BKN,Made Shot,True,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center,LC,16-24 ft.,10.9,24.25,21,2,5,37
2024,2023-24,1610612738,Boston Celtics,1627759,Jaylen Brown,F,SF,11-10-2023,22300010,BOS,BKN,Missed Shot,False,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,1.2,6.15,1,2,4,59
2024,2023-24,1610612738,Boston Celtics,1628369,Jayson Tatum,F,PF,11-10-2023,22300010,BOS,BKN,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,13.1,28.85,26,2,4,54
2024,2023-24,1610612738,Boston Celtics,1628369,Jayson Tatum,F,PF,11-10-2023,22300010,BOS,BKN,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,17.3,24.95,26,2,3,49
2024,2023-24,1610612738,Boston Celtics,1627759,Jaylen Brown,F,SF,11-10-2023,22300010,BOS,BKN,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,16.5,27.75,27,2,3,10
2024,2023-24,1610612738,Boston Celtics,1628369,Jayson Tatum,F,PF,11-10-2023,22300010,BOS,BKN,Missed Shot,False,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,-6.1,7.95,6,2,2,36
2024,2023-24,1610612738,Boston Celtics,1627759,Jaylen Brown,F,SF,11-10-2023,22300010,BOS,BKN,Made Shot,True,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,10.4,30.55,27,2,2,1
2024,2023-24,1610612738,Boston Celtics,1627759,Jaylen Brown,F,SF,11-10-2023,22300010,BOS,BKN,Made Shot,True,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,-2.9,8.55,4,2,1,34
2024,2023-24,1610612738,Boston Celtics,1628369,Jayson Tatum,F,PF,11-10-2023,22300010,BOS,BKN,Missed Shot,False,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,17.6,25.05,26,2,0,57
2024,2023-24,1610612738,Boston Celtics,1628401,Derrick White,G,SG,11-10-2023,22300010,BOS,BKN,Missed Shot,False,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,12.4,30.35,27,2,0,34
2024,2023-24,1610612738,Boston Celtics,1628401,Derrick White,G,SG,11-10-2023,22300010,BOS,BKN,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,16.9,26.85,27,3,11,29
2024,2023-24,1610612738,Boston Celtics,1628401,Derrick White,G,SG,11-10-2023,22300010,BOS,BKN,Missed Shot,False,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-15.0,26.65,26,3,11,9
2024,2023-24,1610612738,Boston Celtics,1627759,Jaylen Brown,F,SF,11-10-2023,22300010,BOS,BKN,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-22.4,16.15,24,3,10,39
2024,2023-24,1610612738,Boston Celtics,1627759,Jaylen Brown,F,SF,11-10-2023,22300010,BOS,BKN,Made Shot,True,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-1.3,5.45,1,3,10,20
2024,2023-24,1610612738,Boston Celtics,204001,Kristaps Porzingis,C,C,11-10-2023,22300010,BOS,BKN,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,-7.0,31.05,26,3,9,56
2024,2023-24,1610612738,Boston Celtics,1628369,Jayson Tatum,F,PF,11-10-2023,22300010,BOS,BKN,Missed Shot,False,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side,R,16-24 ft.,-19.0,12.25,20,3,9,28
2024,2023-24,1610612738,Boston Celtics,1628401,Derrick White,G,SG,11-10-2023,22300010,BOS,BKN,Made Shot,True,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center,C,8-16 ft.,0.1,16.15,10,3,8,27
2024,2023-24,1610612738,Boston Celtics,1628401,Derrick White,G,SG,11-10-2023,22300010,BOS,BKN,Made Shot,True,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,1.7,6.85,2,3,7,9
2024,2023-24,1610612738,Boston Celtics,1628369,Jayson Tatum,F,PF,11-10-2023,22300010,BOS,BKN,Missed Shot,False,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,9.9,31.95,28,3,6,40
2024,2023-24,1610612738,Boston Celtics,201950,Jrue Holiday,G,PG,11-10-2023,22300010,BOS,BKN,Made Shot,True,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center,RC,16-24 ft.,-15.2,16.85,19,3,6,20
2024,2023-24,1610612738,Boston Celtics,1627759,Jaylen Brown,F,SF,11-10-2023,22300010,BOS,BKN,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,19.7,23.85,27,3,5,53
2024,2023-24,1610612738,Boston Celtics,201950,Jrue Holiday,G,PG,11-10-2023,22300010,BOS,BKN,Missed Shot,False,Running Reverse Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,1.6,6.25,1,3,5,28
2024,2023-24,1610612738,Boston Celtics,201950,Jrue Holiday,G,PG,11-10-2023,22300010,BOS,BKN,Missed Shot,False,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-11.0,28.95,26,3,5,23
2024,2023-24,1610612738,Boston Celtics,1627759,Jaylen Brown,F,SF,11-10-2023,22300010,BOS,BKN,Missed Shot,False,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,-4.7,7.25,5,3,5,7
2024,2023-24,1610612738,Boston Celtics,1627759,Jaylen Brown,F,SF,11-10-2023,22300010,BOS,BKN,Made Shot,True,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Center,C,8-16 ft.,-7.5,19.35,15,3,4,47
2024,2023-24,1610612738,Boston Celtics,1628436,Luke Kornet,C,C,11-10-2023,22300010,BOS,BKN,Made Shot,True,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.0,5.95,0,3,4,21
2024,2023-24,1610612738,Boston Celtics,1627759,Jaylen Brown,F,SF,11-10-2023,22300010,BOS,BKN,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-20.0,21.95,26,3,3,53
2024,2023-24,1610612738,Boston Celtics,1627759,Jaylen Brown,F,SF,11-10-2023,22300010,BOS,BKN,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-10.5,29.95,26,3,3,31
2024,2023-24,1610612738,Boston Celtics,1630573,Sam Hauser,F,SF,11-10-2023,22300010,BOS,BKN,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,9.6,31.55,27,3,2,58
2024,2023-24,1610612738,Boston Celtics,1628401,Derrick White,G,SG,11-10-2023,22300010,BOS,BKN,Missed Shot,False,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,4.4,10.65,6,3,1,47
2024,2023-24,1610612738,Boston Celtics,1628436,Luke Kornet,C,C,11-10-2023,22300010,BOS,BKN,Made Shot,True,Putback Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.7,5.85,0,3,1,45
2024,2023-24,1610612738,Boston Celtics,1630202,Payton Pritchard,G,PG,11-10-2023,22300010,BOS,BKN,Made Shot,True,Putback Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.4,5.45,0,3,1,0
2024,2023-24,1610612738,Boston Celtics,1629052,Oshae Brissett,F,SF,11-10-2023,22300010,BOS,BKN,Missed Shot,False,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,2.9,10.75,6,3,0,3
2024,2023-24,1610612738,Boston Celtics,201950,Jrue Holiday,G,PG,11-10-2023,22300010,BOS,BKN,Missed Shot,False,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Left Side,L,8-16 ft.,11.9,11.05,13,4,11,43
2024,2023-24,1610612738,Boston Celtics,1628369,Jayson Tatum,F,PF,11-10-2023,22300010,BOS,BKN,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,-5.0,32.05,27,4,11,30
2024,2023-24,1610612738,Boston Celtics,1628369,Jayson Tatum,F,PF,11-10-2023,22300010,BOS,BKN,Made Shot,True,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center,LC,16-24 ft.,15.2,19.35,20,4,10,53
2024,2023-24,1610612738,Boston Celtics,1628369,Jayson Tatum,F,PF,11-10-2023,22300010,BOS,BKN,Missed Shot,False,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-15.6,26.95,26,4,10,7
2024,2023-24,1610612738,Boston Celtics,1630573,Sam Hauser,F,SF,11-10-2023,22300010,BOS,BKN,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-12.0,28.85,26,4,9,59
2024,2023-24,1610612738,Boston Celtics,1630573,Sam Hauser,F,SF,11-10-2023,22300010,BOS,BKN,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-15.8,26.15,26,4,9,0
2024,2023-24,1610612738,Boston Celtics,1628369,Jayson Tatum,F,PF,11-10-2023,22300010,BOS,BKN,Missed Shot,False,Running Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,1.8,7.45,2,4,7,55
2024,2023-24,1610612738,Boston Celtics,1630573,Sam Hauser,F,SF,11-10-2023,22300010,BOS,BKN,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-19.0,21.95,25,4,7,32
2024,2023-24,1610612738,Boston Celtics,1630573,Sam Hauser,F,SF,11-10-2023,22300010,BOS,BKN,Made Shot,True,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,7.4,30.55,26,4,6,51
2024,2023-24,1610612738,Boston Celtics,1630202,Payton Pritchard,G,PG,11-10-2023,22300010,BOS,BKN,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-13.5,29.55,27,4,6,20
2024,2023-24,1610612738,Boston Celtics,1630202,Payton Pritchard,G,PG,11-10-2023,22300010,BOS,BKN,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,14.3,24.25,23,4,5,24
2024,2023-24,1610612738,Boston Celtics,1630202,Payton Pritchard,G,PG,11-10-2023,22300010,BOS,BKN,Made Shot,True,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,3.6,8.65,4,4,5,19
2024,2023-24,1610612738,Boston Celtics,1630202,Payton Pritchard,G,PG,11-10-2023,22300010,BOS,BKN,Missed Shot,False,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-10.5,28.45,25,4,4,52
2024,2023-24,1610612738,Boston Celtics,1628369,Jayson Tatum,F,PF,11-10-2023,22300010,BOS,BKN,Missed Shot,False,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,-7.6,28.75,24,4,4,28
2024,2023-24,1610612738,Boston Celtics,1628436,Luke Kornet,C,C,11-10-2023,22300010,BOS,BKN,Missed Shot,False,Tip Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.7,5.75,0,4,4,26
2024,2023-24,1610612738,Boston Celtics,201950,Jrue Holiday,G,PG,11-10-2023,22300010,BOS,BKN,Missed Shot,False,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,11.4,29.35,26,4,4,21
2024,2023-24,1610612738,Boston Celtics,1630202,Payton Pritchard,G,PG,11-10-2023,22300010,BOS,BKN,Made Shot,True,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-2.0,6.05,2,4,4,8
2024,2023-24,1610612738,Boston Celtics,1628369,Jayson Tatum,F,PF,11-10-2023,22300010,BOS,BKN,Missed Shot,False,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,11.0,30.55,27,4,3,41
2024,2023-24,1610612738,Boston Celtics,1629004,Svi Mykhailiuk,F,SF,11-10-2023,22300010,BOS,BKN,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,-2.7,31.05,25,4,3,17
2024,2023-24,1610612738,Boston Celtics,1630573,Sam Hauser,F,SF,11-10-2023,22300010,BOS,BKN,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-12.3,28.45,26,4,2,39
2024,2023-24,1610612738,Boston Celtics,1630625,Dalano Banton,G,PG,11-10-2023,22300010,BOS,BKN,Missed Shot,False,Tip Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.0,5.25,0,4,2,38
2024,2023-24,1610612738,Boston Celtics,1630573,Sam Hauser,F,SF,11-10-2023,22300010,BOS,BKN,Made Shot,True,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-11.8,29.05,26,4,1,36
2024,2023-24,1610612738,Boston Celtics,1628401,Derrick White,G,SG,11-17-2023,22300031,TOR,BOS,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-11.0,29.45,26,1,11,45
2024,2023-24,1610612738,Boston Celtics,1628369,Jayson Tatum,F,PF,11-17-2023,22300031,TOR,BOS,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,9.7,28.35,25,1,11,41
2024,2023-24,1610612738,Boston Celtics,204001,Kristaps Porzingis,C,C,11-17-2023,22300031,TOR,BOS,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,17.4,23.25,25,1,11,28
2024,2023-24,1610612738,Boston Celtics,201950,Jrue Holiday,G,PG,11-17-2023,22300031,TOR,BOS,Made Shot,True,Jump Shot,3PT Field Goal,Left Corner 3,Left Side,L,24+ ft.,23.0,4.45,23,1,10,53
2024,2023-24,1610612738,Boston Celtics,1628369,Jayson Tatum,F,PF,11-17-2023,22300031,TOR,BOS,Missed Shot,False,Jump Shot,3PT Field Goal,Right Corner 3,Right Side,R,24+ ft.,-23.8,10.35,24,1,10,16
2024,2023-24,1610612738,Boston Celtics,1628401,Derrick White,G,SG,11-17-2023,22300031,TOR,BOS,Missed Shot,False,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,8-16 ft.,-1.0,14.75,9,1,9,49
2024,2023-24,1610612738,Boston Celtics,1628369,Jayson Tatum,F,PF,11-17-2023,22300031,TOR,BOS,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,21.9,18.25,25,1,9,28
2024,2023-24,1610612738,Boston Celtics,1628369,Jayson Tatum,F,PF,11-17-2023,22300031,TOR,BOS,Made Shot,True,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.5,5.05,0,1,8,54
2024,2023-24,1610612738,Boston Celtics,1627759,Jaylen Brown,F,SF,11-17-2023,22300031,TOR,BOS,Missed Shot,False,Running Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,1.2,6.05,1,1,8,32
2024,2023-24,1610612738,Boston Celtics,1628369,Jayson Tatum,F,PF,11-17-2023,22300031,TOR,BOS,Made Shot,True,Tip Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.0,5.25,0,1,8,31
2024,2023-24,1610612738,Boston Celtics,201950,Jrue Holiday,G,PG,11-17-2023,22300031,TOR,BOS,Made Shot,True,Step Back Jump shot,3PT Field Goal,Left Corner 3,Left Side,L,24+ ft.,23.7,5.75,23,1,7,23
2024,2023-24,1610612738,Boston Celtics,1627759,Jaylen Brown,F,SF,11-17-2023,22300031,TOR,BOS,Made Shot,True,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center,RC,16-24 ft.,-5.1,20.55,16,1,7,0
2024,2023-24,1610612738,Boston Celtics,204001,Kristaps Porzingis,C,C,11-17-2023,22300031,TOR,BOS,Missed Shot,False,Cutting Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,1.1,10.35,5,1,6,18
2024,2023-24,1610612738,Boston Celtics,201143,Al Horford,C,C,11-17-2023,22300031,TOR,BOS,Made Shot,True,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,0.9,10.95,5,1,5,38
2024,2023-24,1610612738,Boston Celtics,204001,Kristaps Porzingis,C,C,11-17-2023,22300031,TOR,BOS,Made Shot,True,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,8-16 ft.,-0.2,17.15,11,1,5,0
